"Name";"global_id";"Nomdescr";"Razdel";"Kod";"Idx";
"Деятельность издательская";"273482873";"Эта группировка включает:^- издание книг, брошюр, рекламных бюллетеней, словарей, энциклопедий, атласов, карт и таблиц;^- издание газет, журналов и периодических изданий, каталогов и списков рассылки и прочих изданий, а также выпуск программного обеспечения^Издательская деятельность включает:^- обеспечение воспроизведения содержания (информационной продукции), в том числе приобретение авторских прав на него, среди неограниченного круга лиц путем организации или участия в воспроизведении и распространении этого содержания в различных формах^Эта группировка также включает:^- все возможные формы издательской деятельности (печатная, электронная или звуковая, в информационно-коммуникационной сети Интернет, в виде мультимедийных продуктов, например справочников на СD-RОМ и т. д.), кроме выпуска кинофильмов^Эта группировка не включает:^- выпуск кинофильмов, видеокассет и кинофильмов на DVD и подобных носителях, см. 59;^- производство оригинальных матриц (мастер-копий) или звукового материала для записи, см. 59;^- печать и полиграфию, см. 18.11, 18.12;^- копирование (массовое воспроизводство) записанных носителей, см. 18.20";"J";"58";"J.58";
"Издание книг, периодических публикаций и другие виды издательской деятельности";"273482875";"Эта группировка включает:^- издание книг, газет, журналов и прочих периодических изданий, справочников, каталогов и списков рассылки, а также прочих публикаций, таких как фотографии, гравюры, открытки, расписания, эмблемы, плакаты и репродукции произведений искусства (эти издания характеризуются интеллектуальным творческим потенциалом, вложенным в их создание, и обычно защищены авторским правом)";"J";"58.1";"J.58.1";
"Издание книг";"273482876";"Эта группировка включает:^- издание книг в печатном и электронном виде (на компакт-дисках, электронных носителях, в аудиоформате или в информационно-коммуникационной сети Интернет)^Эта группировка также включает:^- издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий;^- издание атласов, карт и таблиц;^- издание звуковых книг;^- издание энциклопедий и т. д. на CD-ROM и др.";"J";"58.11";"J.58.11";
"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий, в том числе для слепых, в печатном виде";"273482878";"";"J";"58.11.1";"J.58.11.1";
"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий на электронных носителях";"273482879";"";"J";"58.11.2";"J.58.11.2";
"Издание атласов, карт и таблиц, в том числе для слепых, в печатном виде";"273482882";"";"J";"58.11.3";"J.58.11.3";
"Издание атласов, карт и таблиц на электронных носителях";"273482884";"";"J";"58.11.4";"J.58.11.4";
"Издание адресных справочников и списков адресатов";"273482885";"Эта группировка включает:^- издание унифицированных списков (баз данных), форма которых, в отличие от содержания, защищена авторским правом^Эти списки могут быть изданы в печатной или электронной форме^Эта группировка включает:^- издание списков подписчиков;^- издание телефонных справочников;^- издание прочих каталогов и сборников, например сводов законов, справочников лекарственных препаратов и т. д.";"J";"58.12";"J.58.12";
"Издание справочников в печатном виде";"273482887";"";"J";"58.12.1";"J.58.12.1";
"Издание справочников на электронных носителях";"273482888";"";"J";"58.12.2";"J.58.12.2";
"Издание газет";"273482890";"Эта группировка включает:^- издание газет, включая рекламные, издаваемые не реже четырех раз в неделю^Издание может осуществляться в печатной или электронной форме, включая публикации в информационно-коммуникационной сети Интернет^Эта группировка не включает:^- деятельность информационных агентств, см. 63.91";"J";"58.13";"J.58.13";
"Издание газет в печатном виде";"273482891";"";"J";"58.13.1";"J.58.13.1";
"Издание газет на электронных носителях";"273482894";"";"J";"58.13.2";"J.58.13.2";
"Издание журналов и периодических изданий";"273482896";"Эта группировка включает:^- публикацию периодических изданий и журналов, выходящих реже четырех раз в неделю. Издание может осуществляться в печатной или электронной форме, включая публикацию в информационно-коммуникационной сети Интернет^Эта группировка также включает:^- издание программ радио- и телевизионных передач";"J";"58.14";"J.58.14";
"Издание журналов и периодических публикаций в печатном виде";"273482898";"";"J";"58.14.1";"J.58.14.1";
"Издание журналов и периодических публикаций на электронных носителях";"273482900";"";"J";"58.14.2";"J.58.14.2";
"Виды издательской деятельности прочие";"273482901";"Эта группировка включает:^- издание (включая интерактивное): каталогов, фотографий, эстампов и открыток, иллюстрированных, поздравительных почтовых карточек, форм и бланков, плакатов, художественных репродукций, рекламной продукции, прочей печатной продукции, интерактивных статистических отчетов и прочей подобной информации, изготовлению и печатание визитных карточек и пригласительных билетов на семейные торжества^Эта группировка не включает:^- издание рекламных газет, см. 58.13;^- выпуск интерактивного программного обеспечения (предоставление прикладного хостинга, предоставление прикладных программ), см. 63.11";"J";"58.19";"J.58.19";
"Издание программного обеспечения";"273482903";"";"J";"58.2";"J.58.2";
"Издание компьютерных игр";"273482905";"Эта группировка включает:^- издание компьютерных игр для любых платформ";"J";"58.21";"J.58.21";
"Издание прочих программных продуктов";"273482906";"Эта группировка включает:^- издание готовых программных продуктов (программных продуктов общего пользования), включая перевод или адаптацию программных продуктов общего пользования для конкретного рынка за собственный счет: операционные системы, приложения для бизнеса и прочие приложения^Эта группировка не включает:^- воспроизведение программного обеспечения, см. 18.20;^- розничную торговлю готового программного обеспечения, см. 47.41;^- производство программного обеспечения, не связанного с изданием, включая перевод или адаптацию программного обеспечения общего пользования, для конкретных приложений, за вознаграждение или на договорной основе, см. 62.01;^- интерактивное предоставление программного обеспечения (предоставление прикладного хостинга, предоставление прикладных программ), см. 63.11";"J";"58.29";"J.58.29";
"Производство кинофильмов, видеофильмов и телевизионных программ, издание звукозаписей и нот";"273482909";"Эта группировка включает:^- производство художественных и документальных фильмов, отснятых на кинопленку, цифровые видеодиски (DVD), видеопленку для демонстрации в кинотеатрах или для показа по телевидению;^- вспомогательную деятельность, такую как: монтажно-компоновочные работы, прокат кинофильмов, распространение видеопродукции и демонстрация телевизионных передач и кинофильмов, закупка и продажа кинофильмов и прочих, отснятых на пленку, материалов^Эта группировка также включает:^- деятельность по изданию звукозаписей (т. е. выпуск оригинальных звукозаписей, их рекламу и распространение, тиражирование музыкальных произведений);^- деятельность студий звукозаписи";"J";"59";"J.59";
"Производство кинофильмов, видеофильмов и телевизионных программ";"273482911";"Эта группировка включает:^- производство художественных и документальных кинофильмов, отснятых на пленке, видеокассетах, записанных на электронный диск или другие носители для прямого проецирования в кинотеатрах или показа по телевидению;^- вспомогательную деятельность в области производства кинофильмов, видеопродукции и телевизионных передач (дублирование, монтаж фильмов, обработка кинопленок, редактирование, наложение субтитров и т. п.);^- распространение и показ кинофильмов и других материалов, записанных на пленку (видеокассеты, цифровые видеодиски и т. д.);^- покупку и продажу прав на распространение кинофильмов или любых прочих записанных на пленку материалов";"J";"59.1";"J.59.1";
"Производство кинофильмов, видеофильмов и телевизионных программ";"273482913";"Эта группировка включает:^- производство кинофильмов, видео- и телевизионных фильмов (телесериалов, документальных фильмов и т. д.) или телевизионной рекламы^Эта группировка не включает:^- копирование фильмов (кроме воспроизведения записанных на пленку кинофильмов для показа в кинотеатрах), а также копирование аудио- и видеокассет с компакт-дисков или цифровых видеодисков с оригинальной матрицы, см. 18.20;^- оптовую торговлю видеокассетами, компакт-дисками, цифровыми видеодисками с записями, см. 46.43;^- оптовую торговлю чистыми видеокассетами, компакт-дисками, см. 46.52;^- розничную торговлю видеокассетами, компакт-дисками, цифровыми видеодисками, см. 47.63;^- монтаж телевизионных программ, см. 59.12;^- звукозапись и запись книг на магнитные, электронные и цифровые носители, см. 59.20;^- телевещание, см. 60.2;^- создание телевизионных программ для показа на телеканале, см. 60.2;^- обработку пленок, кроме используемых в кинопромышленности, см. 74.20;^- деятельность личных продюсеров или театральных агентов или агентств, см. 74.90;^- прокат видеокассет и цифровых видеодисков для широкого круга потребителей, см. 77.22;^- наложение субтитров в режиме реального времени (одновременно) для телепередач в прямом эфире, встреч, конференций и т. д., см. 82.99;^- самостоятельную деятельность актеров, художников-мультипликаторов, режиссеров, театральных художников-декораторов и технических специалистов, см. 90.03";"J";"59.11";"J.59.11";
"Деятельность монтажно-компоновочная в области производства кинофильмов, видеофильмов и телевизионных программ";"273482915";"Эта группировка включает:^- монтаж телевизионных фильмов, например редактирование, перезапись с пленки на пленку, дублирование, наложение субтитров, включение сведений об авторах, наложение сурдоперевода, производство компьютерной графики, наложение анимационных и специальных эффектов, проявку и закрепление кинопленок, а также деятельность лабораторий по проявке кинопленки и деятельность специальных лабораторий по созданию анимационных фильмов^Эта группировка также включает:^- деятельность хранилищ киноматериалов и др.";"J";"59.12";"J.59.12";
"Деятельность по распространению кинофильмов, видеофильмов и телевизионных программ";"273482917";"Эта группировка включает:^- распространение (включая продажу или предоставление напрокат) кинофильмов, видеокассет, цифровых видеодисков и видеофильмов в кинотеатрах, телевизионных сетях и студиях телевещания, а также выставках^Эта группировка также включает:^- приобретение прав на распространение кинофильмов, видеокассет и цифровых видеодисков^Эта группировка не включает:^- копирование фильмов, а также копирование аудио- и видеозаписей, компакт-дисков с оригинальной матрицы, см. 18.20;^- оптовую продажу видеокассет и цифровых видеодисков с записями, см. 46.43;^- розничную торговлю видеокассетами и цифровыми видеодисками с записями, см. 47.63";"J";"59.13";"J.59.13";
"Деятельность в области демонстрации кинофильмов";"273482919";"Эта группировка включает:^- деятельность по показу кинофильмов или видеороликов в кинотеатрах, на открытых площадках или в прочих местах, предназначенных для просмотра фильмов;^- деятельность кинематографических клубов";"J";"59.14";"J.59.14";
"Деятельность в области звукозаписи и издания музыкальных произведений";"273482921";"";"J";"59.2";"J.59.2";
"Деятельность в области звукозаписи и издания музыкальных произведений";"273482922";"Эта группировка включает:^- производство оригинальной звуковой продукции, такой как звукозаписи и видеозаписи на магнитные, электронные и цифровые носители;^- деятельность по рекламе и выпуску аудиопродукции;^- оптовую или розничную торговлю или прямую продажу потребителям^Эта деятельность может быть объединена с выпуском оригинальных матриц (мастер-копий) в той же организации (в противном случае организация, осуществляющая эту деятельность, должна получить права на воспроизведение и распространение мастер-копий)^Эта группировка также включает:^- услуги звукозаписи в студии (или в другом помещении), в том числе производство записанных на пленку (т. е. не идущих в прямом эфире) радиопередач;^- деятельность по изданию музыки, т. е. деятельность по приобретению и регистрации авторских прав на музыкальные композиции, рекламу, разрешение и использование этих композиций для звукозаписи, на радио, на телевидении, в кинофильмах, концертах, печатных изданиях и на других носителях (организации, занятые такой деятельностью, могут владеть авторскими правами или действовать как администраторы авторских прав на музыку от имени владельцев авторского права), а также издание музыкальных и нотных тетрадей";"J";"59.20";"J.59.20";
"Издание аудиовизуальных произведений на магнитных, электронных и цифровых носителях";"273482924";"";"J";"59.20.1";"J.59.20.1";
"Деятельность студий звукозаписи";"273482926";"";"J";"59.20.2";"J.59.20.2";
"Издание музыкальных и нотных тетрадей, в том числе для слепых";"273482928";"";"J";"59.20.3";"J.59.20.3";
"Деятельность в области телевизионного и радиовещания";"273482930";"Эта группировка включает:^- деятельность по производству телевизионных и радиопрограмм;^- приобретение прав на вещание телевизионных и радиопрограмм;^- деятельность по распространению телевизионных и радиопрограмм по сетям наземного эфирного, кабельного, спутникового телерадиовещания, проводного радиовещания или с использованием информационно-коммуникационной сети Интернет^Эта группировка также включает:^- передачу дополнительных данных, обычно объединяемых с телевизионным и радиовещанием^Эта группировка также включает:^- выпуск программ адресной передачи (программ ограниченного формата, таких как новости и репортажи, трансляция спортивных состязаний, образовательные программы и программы для молодежи) за вознаграждение или на основании подписки для третьей стороны для последующего телерадиовещания широкой общественности";"J";"60";"J.60";
"Деятельность в области радиовещания";"273482932";"";"J";"60.1";"J.60.1";
"Деятельность в области радиовещания";"273482933";"Эта группировка включает:^- производство готовых радиопрограмм (например, выпусков новостей, репортажей с места событий, рекламы на радио, образовательных программ, радиоспектаклей и т. п.) из фрагментов программ (например, звуковых сообщений, материалов, фонограмм и т. д.), права на использование которых приобретаются у третьих лиц, из самостоятельно созданных фрагментов радиопрограмм или их сочетания;^- приобретение прав на использование готовых радиопрограмм в составе радиоканала;^- производство радиоканала по заказу организации, осуществляющей радиовещание, приобретение прав на вещание радиоканала;^- вещание радиоканалов по сетям наземного эфирного, кабельного, спутникового телерадиовещания, проводного радиовещания или с использованием информационно-коммуникационной сети Интернет;^- передачу дополнительных данных, объединенных с радиовещанием^Эта группировка не включает:^- производство записанных на различные виды носителей радиопрограмм, см. 59.20;^- деятельность по трансляции радиоканалов по сетям наземного эфирного, кабельного, спутникового телерадиовещания, проводного радиовещания или с использованием информационно-коммуникационной сети Интернет, см. 61;^- деятельность по формированию пакетов радиоканалов (в том числе мультиплексов) для последующей трансляции по сетям наземного эфирного, кабельного, спутникового телерадиовещания, проводного радиовещания или с использованием информационно-коммуникационной сети Интернет, см. 61";"J";"60.10";"J.60.10";
"Деятельность в области телевизионного вещания";"273482935";"";"J";"60.2";"J.60.2";
"Деятельность в области телевизионного вещания";"273482937";"Эта группировка включает:^- производство готовых телевизионных программ (например, выпусков новостей, телевизионных сериалов, образовательных программ, ток-шоу и т. п.) из фрагментов программ (например, звуковых и/или видеосообщений, материалов, компьютерной графики или анимационных материалов, фонограмм и т. д.), права на использование которых приобретаются у третьих лиц, из самостоятельно созданных фрагментов телевизионных программ или их сочетания;^- приобретение прав на использование готовых телевизионных программ в составе телевизионного канала;^- производство телевизионного канала по заказу организации, осуществляющей телевизионное вещание;^- приобретение прав на вещание телевизионного канала;^- вещание телевизионных каналов по сетям наземного эфирного, кабельного, спутникового телерадиовещания или с использованием информационно-коммуникационной сети Интернет для неограниченного круга зрителей, а также для ограниченного круга подписчиков (в том числе за плату);^- вещание отдельных телевизионных программ телевизионного канала (например, кинофильмов, телевизионных фильмов, видеозаписей спортивных соревнований) по запросу зрителя, в том числе за плату;^- передачу дополнительных данных, объединенных с телевизионным вещанием^Эта группировка не включает:^- производство элементов телевизионных программ (кинофильмов, документальных фильмов, ток-шоу, рекламы и т. д.), не связанных с телевизионным вещанием, см. 59;^- трансляцию телевизионных каналов по сетям наземного эфирного, кабельного, спутникового телевизионного вещания или с использованием информационно-коммуникационной сети Интернет, см. 61;^- формирование пакетов телевизионных каналов для последующей трансляции по сетям наземного эфирного, кабельного, спутникового телевизионного вещания или с использованием информационно-коммуникационной сети Интернет, см. 61";"J";"60.20";"J.60.20";
"Деятельность в сфере телекоммуникаций";"273482938";"Эта группировка включает:^- деятельность по передаче голоса, данных, текста, звука, видео^Средства передачи, с помощью которых осуществляются эти виды деятельности, могут базироваться на одной технологии или комбинации технологий. Общей особенностью классифицируемых в данной группировке видов деятельности является передача контента без участия в его создании. Деление на категории в этой группировке производится в соответствии с типом используемой инфраструктуры^Эта группировка также включает:^- деятельность по трансляции телерадиоканалов по сетям наземного эфирного, кабельного, спутникового телерадиовещания, проводного радиовещания или с использованием информационно-коммуникационной сети Интернет;^- деятельность по формированию пакетов телерадиоканалов для последующей трансляции по сетям наземного эфирного, кабельного, спутникового телерадиовещания, проводного радиовещания или с использованием информационно-коммуникационной сети Интернет";"J";"61";"J.61";
"Деятельность в области связи на базе проводных технологий";"273482941";"";"J";"61.1";"J.61.1";
"Деятельность в области связи на базе проводных технологий";"273482942";"Эта группировка включает:^- оказание услуг связи с использованием проводной инфраструктуры сетей связи: предоставление доступа к линии связи, предоставление телефонных соединений, оказание услуг сети передачи данных, предоставление доступа к информационно-коммуникационной сети Интернет, оказание услуг связи для целей кабельного вещания, оказание услуг связи для целей проводного радиовещания и оповещения, оказание услуг телеграфной связи, оказание услуг по аренде каналов, оказание услуг по присоединению сетей и услуг по пропуску трафика^Эта группировка включает:^- деятельность по эксплуатации и обслуживанию инфраструктуры проводных средств связи для предоставления услуг связи^Средства передачи, с помощью которых осуществляются эти виды деятельности, могут базироваться на одной технологии или их комбинации, в том числе с использованием радиорелейных, спутниковых линий связи и средств абонентского радиодоступа^Эта группировка также включает:^- покупку прав доступа и емкости сети у владельцев и операторов сетей и предоставление, с использованием этой емкости, услуг проводной связи предприятиям и домохозяйствам;^- деятельность по трансляции телерадиоканалов по сетям кабельного телерадиовещания или с использованием информационно-коммуникационной сети Интернет;^- деятельность по формированию пакетов телерадиоканалов для последующей трансляции по сетям кабельного телерадиовещания, проводного радиовещания или с использованием информационно-коммуникационной сети Интернет^Эта группировка не включает:^- перепродажу услуг связи, см. 61.90";"J";"61.10";"J.61.10";
"Деятельность по предоставлению услуг телефонной связи";"273482944";"Эта группировка также включает:^- деятельность по предоставлению соединений с таксофонов всех видов";"J";"61.10.1";"J.61.10.1";
"Деятельность по предоставлению услуг по передаче данных для целей передачи голосовой информации (IР-телефония)";"273482946";"";"J";"61.10.2";"J.61.10.2";
"Деятельность по предоставлению услуг по передаче данных и услуг доступа к информационно-коммуникационной сети Интернет";"273482948";"";"J";"61.10.3";"J.61.10.3";
"Деятельность в области документальной электросвязи";"273482950";"";"J";"61.10.4";"J.61.10.4";
"Деятельность по трансляции телерадиоканалов по сетям кабельного телерадиовещания";"273482951";"";"J";"61.10.5";"J.61.10.5";
"Деятельность операторов связи по присоединению и пропуску трафика";"273482953";"Эта группировка включает:^- услуги завершения вызова на сеть другого оператора связи;^- услуги завершения вызова на сеть оператора связи;^- услуги транзита вызова";"J";"61.10.6";"J.61.10.6";
"Деятельность операторов связи по присоединению и пропуску международного трафика";"273482955";"Эта группировка включает:^- услуги по присоединению;^- услуги завершения вызова на сеть другого оператора связи;^- услуги завершения вызова на сеть оператора связи;^- услуги транзита вызова;^- услуги инициирования вызова";"J";"61.10.8";"J.61.10.8";
"Деятельность в области связи на базе проводных технологий прочая";"273482957";"";"J";"61.10.9";"J.61.10.9";
"Деятельность в области связи на базе беспроводных технологий";"273482958";"";"J";"61.2";"J.61.2";
"Деятельность в области связи на базе беспроводных технологий";"273482961";"Эта группировка включает:^- эксплуатацию, обслуживание или предоставление доступа к средствам передачи голоса, данных, текста, звуковых и видеосигналов с использованием инфраструктуры беспроводной электросвязи;^- обслуживание и эксплуатацию сетей пейджинговой связи, а также сетей подвижной радиотелефонной связи и других сетей беспроводной связи;^- формирование пакетов телерадиоканалов для последующей трансляции по сетям эфирного телерадиовещания;^- трансляцию телерадиоканалов по сетям эфирного телерадиовещания^Эта группировка также включает:^- приобретение прав доступа и емкости сети у владельцев и операторов сетей и предоставление, с использованием этой емкости, услуг беспроводной связи (кроме спутниковой) предприятиям и домохозяйствам;^- предоставление доступа в информационно-коммуникационную сеть Интернет оператором беспроводной сети^Средства передачи обеспечивают ненаправленную передачу сигналов с помощью радиоволн и могут базироваться на одной технологии или комбинации технологий^Эта группировка не включает:^- перепродажу услуг связи, см. 61.90";"J";"61.20";"J.61.20";
"Деятельность по предоставлению услуг подвижной связи для целей передачи голоса";"273482962";"";"J";"61.20.1";"J.61.20.1";
"Деятельность по предоставлению услуг подвижной связи для целей передачи данных";"273482964";"";"J";"61.20.2";"J.61.20.2";
"Деятельность по предоставлению услуг подвижной связи для доступа к информационно-коммуникационной сети Интернет";"273482966";"";"J";"61.20.3";"J.61.20.3";
"Деятельность по предоставлению услуг связи для целей открытого эфирного вещания";"273482968";"";"J";"61.20.4";"J.61.20.4";
"Деятельность по предоставлению услуг цифрового телерадиовещания на базе беспроводных технологий";"273482970";"";"J";"61.20.5";"J.61.20.5";
"Деятельность в области спутниковой связи";"273482971";"Эта группировка не включает:^- деятельность торговых посредников при предоставлении услуг связи, см. 61.90";"J";"61.3";"J.61.3";
"Деятельность в области спутниковой связи";"273482973";"Эта группировка включает:^- эксплуатацию, поддержание или обеспечение доступа к средствам передачи голосовых данных, информации, текста, звуковых и видеоданных с использованием спутниковой системы передачи данных;^- трансляцию телерадиоканалов по сетям спутникового телерадиовещания;^- формирование пакетов телерадиоканалов для последующей трансляции по сетям спутникового телерадиовещания^Эта группировка также включает:^- предоставление доступа в информационно-коммуникационную сеть Интернет оператором спутниковой связи^Эта группировка не включает:^- перепродажу телекоммуникационных услуг, см. 61.90";"J";"61.30";"J.61.30";
"Деятельность по предоставлению услуг доступа к информационно-коммуникационной сети Интернет оператором спутниковой связи";"273482976";"";"J";"61.30.1";"J.61.30.1";
"Деятельность по предоставлению услуг трансляции телерадиоканалов по сетям спутникового телерадиовещания";"273482977";"";"J";"61.30.2";"J.61.30.2";
"Деятельность в области телекоммуникаций прочая";"273482980";"";"J";"61.9";"J.61.9";
"Деятельность в области телекоммуникаций прочая";"273482982";"Эта группировка включает:^- предоставление специализированных услуг, организованных с использованием телекоммуникационных приложений, таких как слежение за спутниками, телеметрическая связь и радиолокационные операционные станции;^- управление спутниковыми терминалами и сопутствующим оборудованием, подключенными к одной или нескольким наземным системам связи и способными передавать сигналы в системы спутниковой связи или принимать сигналы из таких систем;^- предоставление доступа в информационно-коммуникационную сеть Интернет посредством телефонной линии (Dial-up);^- услуги телефонной связи и доступа к информационно-коммуникационной сети Интернет в пунктах коллективного пользования и пунктах коллективного доступа;^- предоставление услуг по передаче данных для целей передачи голосовой информации через платформу доступа (IР-телефония);^- перепродажа сетевых ресурсов связи (т. е. покупка и перепродажа емкости сети без предоставления дополнительных услуг)^Эта группировка не включает:^- предоставление доступа в информационно-коммуникационную сеть Интернет операторами системы передачи данных, см. 61.10, 61.20, 61.30";"J";"61.90";"J.61.90";
